30	890	890	0.408986175
30	2137	890	0.432818074
798	1284	26	1.0
800	766	800	1.0
800	2111	800	0.715277778
319	53	800	0.531413613
1586	53	800	0.53968254
1296	53	800	0.53030303
1934	53	800	0.528735632
793	734	199	0.850574713
118	880	199	0.858139535
448	71	653	0.823643411
543	71	653	0.822265625
216	543	653	0.825396825
448	543	653	0.826741996
1416	1508	653	0.408339324
1659	1508	653	0.435828877
216	163	653	0.443938013
749	163	653	0.442518248
1416	2179	653	0.413059428
1659	2179	653	0.443541102
448	834	653	0.400570207
1013	1508	653	0.437388193
543	834	653	0.40593343
749	834	653	0.449862006
653	163	653	0.421531463
1013	834	653	0.441441441
749	834	653	0.445562672
749	163	653	0.466730955
216	834	653	0.447610294
543	163	653	0.400426743
653	2179	653	0.40274765
1013	163	653	0.461611374
216	163	653	0.466410749
216	834	653	0.452117864
1013	2179	653	0.443037975
887	163	653	0.415631848
1416	834	653	0.409454545
543	163	653	0.424846626
1659	834	653	0.437388193
1659	163	653	0.458412098
448	163	653	0.41723356
543	834	653	0.403179191
1416	163	653	0.43220339
2010	163	653	0.415812592
467	887	259	0.794117647
623	54	54	1.0
1968	54	54	1.0
1177	1145	469	0.894117647
216	665	749	0.793172691
216	543	749	0.782493369
543	1013	749	0.786096257
1013	887	749	0.789699571
216	887	749	0.796645702
1416	1508	749	0.501862197
1659	1508	749	0.508137432
2010	1508	749	0.499556344
1013	1508	749	0.50907441
887	1508	749	0.503127793
749	163	749	0.509124088
543	163	749	0.506069094
448	163	749	0.499539171
653	1508	749	0.501387604
216	163	749	0.511478421
2010	2179	749	0.500444444
1659	2179	749	0.513242009
887	2179	749	0.504028648
1416	2179	749	0.505681818
1013	2179	749	0.510968921
543	834	749	0.509416196
448	834	749	0.501872659
216	834	749	0.514814815
749	834	749	0.513339466
216	448	749	0.790575916
216	653	749	0.78342246
216	71	749	0.791327913
653	2179	749	0.503292568
1013	834	749	0.510036496
216	163	749	0.536231884
1013	163	749	0.53698367
448	1013	749	0.796344648
448	834	749	0.502798507
448	163	749	0.522682446
653	1013	749	0.798913043
216	834	749	0.513413506
543	163	749	0.528827038
543	834	749	0.505660377
448	653	749	0.670353982
887	834	749	0.504480287
749	163	749	0.538090646
887	163	749	0.530573848
749	834	749	0.509606587
653	834	749	0.5
448	314	749	0.82122905
1659	163	749	0.536398467
2010	163	749	0.525629077
1416	163	749	0.523762376
653	163	749	0.521782178
1659	834	749	0.50634058
2010	834	749	0.502222222
1416	834	749	0.502347418
2571	1405	32	0.575342466
751	60	32	0.544827586
751	802	32	0.530612245
2531	723	166	0.439393939
2531	2539	166	0.470588235
462	512	1005	1.0
462	868	1005	1.0
589	512	1005	1.0
589	868	1005	1.0
2522	868	1005	1.0
2571	802	32	0.588652482
2641	868	1005	1.0
1122	334	1005	1.0
2467	1005	1005	1.0
1122	1005	1005	1.0
2467	1679	1005	1.0
1183	296	296	1.0
1183	2552	296	0.815889029
140	296	296	1.0
140	2552	296	0.823003195
1485	296	296	1.0
635	2255	635	0.42467311
2528	296	296	1.0
2424	2255	635	0.426404494
1291	1893	635	0.421828909
635	910	635	0.409475465
2424	910	635	0.411406423
2190	548	635	0.410071942
858	376	49	0.759223301
1967	1747	322	0.426470588
622	402	322	0.430672269
1967	322	322	0.439914163
622	322	322	0.44017094
778	799	1133	0.85106383
1592	1910	1045	0.85380117
404	565	1045	0.85380117
404	508	1045	0.837209302
1592	508	1045	0.837209302
1013	887	216	0.832618026
749	887	216	0.835164835
653	1013	216	0.837398374
543	1013	216	0.832
749	665	216	0.842217484
653	834	216	0.529795158
653	163	216	0.549753695
653	1508	216	0.530330882
653	2179	216	0.533208606
1659	1508	216	0.539509537
1416	1508	216	0.529193698
2010	1508	216	0.529777778
1013	1508	216	0.538878843
749	163	216	0.543040293
216	163	216	0.539653601
448	163	216	0.529304029
543	163	216	0.531307551
1013	834	216	0.540491356
448	163	216	0.551521099
1013	163	216	0.568421053
448	834	216	0.531657356
448	834	216	0.52962963
216	834	216	0.542279412
1659	2179	216	0.545955882
2010	2179	216	0.532142857
1416	2179	216	0.53490566
887	2179	216	0.534172662
749	834	216	0.545706371
1013	2179	216	0.541970803
216	163	216	0.56621881
543	834	216	0.53538175
1416	163	216	0.548323471
2010	163	216	0.558356676
749	163	216	0.572533849
887	163	216	0.560791706
543	163	216	0.55108055
1659	834	216	0.54007286
2010	834	216	0.532444444
216	834	216	0.544198895
887	1508	216	0.533572068
2079	2068	152	0.934782609
1416	834	216	0.530345472
793	1194	152	0.945054945
1659	163	216	0.569644573
793	723	152	0.945652174
749	834	216	0.543617998
2079	1194	152	0.935483871
543	834	216	0.531162791
714	1123	1273	0.41
714	1578	1273	0.408139535
887	834	216	0.533154122
1273	910	1273	0.528563185
714	421	1273	0.425
1882	407	1273	0.408521303
1273	910	1273	0.502857143
714	1164	1273	0.414204545
622	1273	1273	0.494139709
1924	2255	1273	0.527042578
1924	910	1273	0.496313103
622	579	1273	0.492307692
1967	1924	1273	0.492760392
1967	1273	1273	0.494825964
2179	1793	71	0.402158273
1508	1793	71	0.419724771
163	1793	71	0.401981599
834	1793	71	0.402588066
1508	1888	71	0.42901474
163	1888	71	0.405463695
834	1888	71	0.408759124
2179	2094	71	0.449222324
2179	1888	71	0.406135866
834	2094	71	0.452621895
163	2094	71	0.446167883
2179	1561	71	0.450367647
1508	1561	71	0.469289827
834	1561	71	0.454880295
1508	2094	71	0.468659595
163	1561	71	0.446672744
834	71	71	0.411592076
834	314	71	0.448683015
834	653	71	0.408460977
834	1013	71	0.447272727
163	314	71	0.441651706
163	653	71	0.405539773
2179	71	71	0.408
1508	71	71	0.429121726
163	71	71	0.409058231
1508	314	71	0.463368221
2179	1998	71	0.404193782
1508	2232	71	0.417767988
1508	1998	71	0.42791411
1508	665	71	0.414348463
1508	2358	71	0.466603053
163	1013	71	0.443243243
2179	314	71	0.442844284
1418	2255	493	0.923076923
493	910	493	0.928571429
493	910	493	0.920792079
1766	2255	493	0.400900901
1164	2255	493	0.432432432
1418	910	493	0.904761905
1164	910	493	0.425339367
448	653	543	0.836190476
448	1013	543	0.831168831
1416	2179	543	0.414885777
1659	2179	543	0.457952468
887	2179	543	0.405462185
2010	2179	543	0.401541696
543	834	543	0.406657019
448	834	543	0.402290623
653	2179	543	0.406681191
1013	2179	543	0.452813067
749	834	543	0.460757156
448	834	543	0.403433476
448	163	543	0.417173252
448	163	543	0.402112676
1659	1508	543	0.449954914
216	834	543	0.461325967
543	163	543	0.402560455
653	1508	543	0.402120141
887	1508	543	0.402777778
216	163	543	0.454876937
749	163	543	0.454212454
1013	834	543	0.452079566
1013	1508	543	0.447935368
216	834	543	0.458639706
216	163	543	0.477927063
1013	163	543	0.47338403
749	834	543	0.457300275
1416	1508	543	0.413593637
543	834	543	0.405346821
887	834	543	0.405027933
543	163	543	0.424079755
2010	834	543	0.404329609
1416	834	543	0.413011696
1659	834	543	0.452488688
653	163	543	0.422256098
1659	163	543	0.47519084
749	163	543	0.478723404
653	834	543	0.401869159
887	163	543	0.423303835
1416	163	543	0.43144849
2010	163	543	0.422025129
1183	341	341	1.0
1183	582	341	0.938271605
140	341	341	1.0
140	582	341	0.926829268
1485	341	341	1.0
2528	341	341	1.0
199	880	118	0.856148492
199	734	118	0.861244019
199	8	118	0.85645933
1238	887	810	0.8125
53	2278	684	0.875257308
78	385	306	1.0
78	306	306	1.0
78	960	306	1.0
78	1298	306	1.0
910	960	306	1.0
910	385	306	1.0
910	306	306	1.0
910	1298	306	1.0
910	601	306	0.99122807
1699	385	306	1.0
1699	306	306	1.0
1699	960	306	1.0
1699	1298	306	1.0
2255	960	306	1.0
2255	385	306	1.0
2255	306	306	1.0
2255	1298	306	1.0
2255	601	306	0.981818182
1865	2303	733	1.0
384	2303	733	1.0
384	1317	733	1.0
1865	1317	733	1.0
2179	1793	314	0.479890311
1508	1793	314	0.501452081
163	1793	314	0.480144404
834	1793	314	0.481583794
2179	2358	314	0.491891892
1508	2358	314	0.516587678
834	1013	314	0.492766727
2179	1998	314	0.477941176
665	1013	314	0.765913758
163	1013	314	0.490161002
1508	1998	314	0.495626822
163	653	314	0.47826087
2179	2232	314	0.482394366
1508	2232	314	0.50693802
834	887	314	0.482789056
163	887	314	0.480701754
2179	1888	314	0.484288355
1508	1888	314	0.503414634
163	1888	314	0.487202925
834	1888	314	0.487962963
1508	2094	314	0.522661524
2179	2094	314	0.495882891
163	2094	314	0.495437956
834	2094	314	0.497700092
2179	1561	314	0.499080882
1508	1561	314	0.520153551
163	1561	314	0.49680948
834	653	314	0.479185939
834	1561	314	0.5
2179	71	314	0.487012987
163	71	314	0.48574057
834	665	314	0.484581498
834	314	314	0.495934959
834	71	314	0.487804878
1508	71	314	0.501469148
2179	314	314	0.489266547
163	665	314	0.484210526
2179	665	314	0.485940246
163	314	314	0.490196078
969	969	969	0.522232734
969	969	969	0.507352941
1508	314	314	0.516068053
2314	2314	969	0.529186603
1508	665	314	0.508302583
2314	969	969	0.527462121
2356	1968	485	1.0
485	1968	485	1.0
485	623	485	1.0
2356	623	485	1.0
910	346	1255	1.0
910	282	1255	1.0
910	1	1255	1.0
910	1255	1255	1.0
910	56	1255	1.0
1606	1380	1255	1.0
948	1380	1255	1.0
948	1298	1255	1.0
948	306	1255	1.0
948	601	1255	1.0
948	1092	1255	1.0
948	385	1255	1.0
421	960	1255	1.0
2509	960	1255	1.0
2255	346	1255	1.0
1606	1092	1255	1.0
1606	1298	1255	1.0
1606	306	1255	1.0
1606	601	1255	1.0
1606	385	1255	1.0
1654	2255	535	0.48019802
535	2255	535	0.473429952
2255	282	1255	1.0
2255	1255	1255	1.0
2255	1	1255	1.0
1654	910	535	0.472081218
2255	56	1255	1.0
535	910	535	0.467980296
910	960	960	0.954022989
910	306	960	1.0
910	601	960	0.9609375
910	385	960	1.0
910	1298	960	1.0
78	306	960	0.975460123
78	1298	960	0.981481481
78	385	960	0.97515528
78	960	960	0.968992248
1699	306	960	0.969135802
1699	1298	960	0.97515528
1699	385	960	0.96875
1699	960	960	0.96124031
2255	960	960	0.947674419
2255	601	960	0.944444444
2255	306	960	1.0
2255	1298	960	1.0
1317	733	520	0.648586707
1317	222	520	0.657057282
2255	385	960	1.0
2303	222	520	0.682716049
2303	2078	520	0.675427618
910	52	52	0.402113739
1314	1023	1023	1.0
2659	1023	1023	1.0
910	960	385	1.0
910	385	385	1.0
910	1298	385	1.0
910	601	385	0.99137931
78	306	385	1.0
