1180	1404	0.875796178
1246	2126	0.924528302
522	1359	0.905263158
1257	2482	0.891304348
450	2050	0.90625
448	653	0.820592824
71	1998	0.813804173
543	653	0.819776715
78	1699	1.0
781	2591	0.924528302
308	1653	0.893939394
908	1701	0.887850467
761	2292	0.828488372
1128	2243	0.859747546
578	2334	0.993079585
968	1804	0.871581451
1275	1781	0.944971537
1177	1807	0.902887139
8	1544	0.848722986
880	1544	0.847619048
118	199	0.855750487
877	1544	0.843023256
1244	199	0.8359375
734	1544	0.846456693
793	199	0.847744361
442	1957	0.886925795
864	1511	1.0
738	2215	0.982035928
314	2094	0.807142857
686	1783	1.0
334	2350	1.0
271	1616	0.860927152
144	1622	0.86875
1145	1814	0.886363636
736	2402	0.9
665	1604	0.808988764
803	1382	1.0
62	1505	0.848241206
805	1419	0.838147639
193	1940	0.818514644
1207	1641	0.816958277
665	2501	0.805084746
810	1156	0.801587302
1238	1156	0.801652893
438	2031	1.0
923	1806	0.89679098
461	2268	0.901482127
98	1904	0.914893617
1214	1596	0.943925234
1080	1647	0.992753623
1194	2068	1.0
203	1548	0.939130435
1171	1434	0.936781609
876	2484	0.992063492
416	1856	0.931386861
1168	2336	0.909920182
1103	2612	0.921146953
991	2513	0.895622896
1079	1980	0.826655052
353	1377	0.99047619
388	2187	0.93902439
629	1497	0.982142857
3	1675	0.825890334
1213	2390	0.984375
402	1667	0.811320755
448	543	0.8296875
71	1888	0.823151125
653	543	0.827697262
448	1416	0.807511737
1263	1713	0.871067961
653	1416	0.817741935
543	1416	0.8192
1245	2044	0.877906977
229	1672	0.827777778
582	1686	0.931034483
73	1838	1.0
314	1561	0.830053667
1321	1918	0.899159664
749	216	0.826923077
1013	216	0.829752066
579	2618	0.811355311
1123	2684	1.0
488	832	1.0
577	832	1.0
514	832	1.0
1260	1916	0.943342776
976	832	1.0
494	2146	0.937219731
834	1508	0.843137255
834	163	0.833333333
163	1508	0.850393701
887	2478	0.82208589
665	1133	0.810344828
385	960	1.0
306	960	1.0
1298	960	1.0
178	2478	0.817647059
726	1133	0.810650888
993	2478	0.837078652
778	1133	0.826347305
799	2478	0.835227273
30	1375	0.826979472
601	960	0.992647059
625	1741	0.96
910	2255	0.824987605
282	1255	1.0
1	1255	1.0
56	1255	1.0
346	1255	1.0
969	2314	0.850574713
798	1555	0.857142857
190	1815	0.825680934
516	1438	0.830534613
548	1893	0.832214765
42	2029	0.977054652
355	1625	0.970454545
74	2150	0.822682268
842	1733	0.944785276
222	2078	1.0
973	2318	0.843122677
1298	306	1.0
385	306	1.0
960	306	1.0
601	306	1.0
309	1880	0.933884298
76	2489	0.94351145
880	1463	0.844990548
877	1463	0.845124283
793	118	0.843283582
199	118	0.852427184
734	1463	0.851851852
8	1463	0.850194553
887	810	0.808
1238	810	0.809917355
1244	118	0.840077071
1291	2190	0.8385346
1147	1525	1.0
619	1674	0.909937888
1011	1830	1.0
801	1839	0.933035714
844	1410	0.82397677
384	1865	0.822134387
493	1418	1.0
601	385	1.0
306	385	1.0
960	385	1.0
1298	385	1.0
45	1773	0.868020305
791	2199	0.970588235
1139	2221	0.992063492
868	1857	1.0
329	1964	0.896024465
1286	2631	0.909090909
204	2353	0.826340945
484	2673	0.858710562
385	601	1.0
306	601	1.0
1298	601	1.0
960	601	0.992647059
310	1655	0.944751381
163	834	0.801886792
163	2179	0.811320755
535	1654	0.904
316	1397	0.824330672
97	2368	0.891304348
853	2220	0.851885756
140	2528	1.0
140	1183	1.0
1183	2528	1.0
261	2293	1.0
326	2057	0.869309838
318	1203	1.0
668	1203	1.0
892	1774	0.931205283
85	2131	0.841541756
1149	1843	0.958762887
58	2349	0.832095097
495	2359	0.834563346
302	2425	0.992753623
565	1853	0.831502153
1142	1969	0.827431047
485	2356	1.0
733	1567	1.0
1023	1442	0.901098901
1124	1471	0.881773399
1045	2558	0.989528796
832	514	1.0
488	514	1.0
976	514	1.0
577	514	1.0
622	1967	0.820638821
511	1761	0.921965318
623	1968	1.0
477	1822	0.855895197
269	1942	0.897183099
712	1671	0.848137536
225	2449	0.829213483
180	2492	1.0
337	1682	0.88
870	2083	0.987951807
520	1729	0.809338521
589	2641	0.835571569
699	2590	0.87283237
512	2213	1.0
1028	2204	0.833333333
1005	1679	1.0
296	2552	0.822864889
462	2522	0.882051282
86	2066	0.929292929
152	1974	0.982142857
498	2494	0.96875
745	2433	0.827574751
8	2138	0.875
1244	793	0.886756238
877	2138	0.882917466
734	2138	0.888349515
118	793	0.877669903
199	793	0.875728155
880	2138	0.874762808
665	1726	0.812444444
387	381	0.810703229
246	1726	0.811312417
887	381	0.815275311
684	1387	0.977054652
192	381	0.806911447
971	1727	0.984528833
160	1407	0.844
1144	1421	0.955177743
514	976	1.0
577	976	1.0
832	976	1.0
488	976	1.0
1058	1449	0.898556876
648	2201	0.858498024
333	2563	0.821852732
799	2123	0.801136364
665	778	0.804597701
887	2123	0.803680982
178	2123	0.8
508	1910	0.83583672
376	2203	0.821538462
49	858	0.834196891
319	1586	0.905953408
37	2148	1.0
1122	2467	0.814149284
778	1523	0.814371257
665	1523	0.835227273
726	1523	0.805882353
887	178	0.818181818
860	2397	0.916666667
1042	1755	0.973509934
189	1777	0.978494624
390	1789	0.81496063
1133	2144	0.844827586
778	2144	0.84939759
665	2144	0.828571429
178	799	0.830409357
726	2144	0.822485207
993	799	0.848314607
1296	1934	0.844142952
887	799	0.83030303
360	188	1.0
394	1820	0.893333333
637	188	0.991017964
723	2539	1.0
188	479	1.0
637	479	0.96969697
167	2675	0.831521739
665	2675	0.825842697
259	1330	0.824858757
887	1330	0.815642458
37	1529	1.0
803	184	0.990654206
382	2316	0.981767181
1244	1353	0.8515625
793	1353	0.853333333
734	8	0.858283433
880	8	0.860687023
467	1330	0.826589595
877	8	0.85518591
118	1353	0.858546169
199	1353	0.852071006
866	2211	0.810483871
705	1795	0.931192661
410	2387	0.954545455
207	2586	0.958579882
396	1970	0.905660377
559	1443	0.977272727
246	665	0.810703229
387	2010	0.816290394
381	2010	0.809924679
192	2010	0.815391267
611	2224	1.0
1183	1485	1.0
140	1485	1.0
1183	140	1.0
887	2010	0.813926611
277	1489	0.827380952
251	2559	0.943925234
1267	2448	0.904929577
958	2662	1.0
456	1976	0.922764228
861	2299	0.96713615
725	1610	0.992882562
89	2516	0.910614525
1218	1678	0.829736211
459	2313	0.864386792
37	2310	1.0
803	965	1.0
360	637	0.996441281
188	637	0.991017964
421	2509	0.845892465
887	2283	0.806451613
1238	2283	0.8
356	2253	0.887850467
436	2620	0.943181818
93	1861	0.819580656
802	1405	0.982507289
311	2133	0.865102639
1317	2303	1.0
859	2373	0.824742268
354	1423	1.0
989	1923	0.982876712
631	1801	0.90438247
950	2118	0.957446809
1244	2079	0.855445545
199	2079	0.854870775
118	2079	0.863636364
8	734	0.858283433
880	734	0.86407767
877	734	0.865877712
788	1656	0.87537092
793	2079	0.871428571
188	360	1.0
637	360	0.996441281
1259	1593	0.986970684
726	2338	0.823529412
1133	2338	0.861271676
778	2338	0.842424242
799	993	0.853107345
887	993	0.846625767
178	993	0.829411765
665	2338	0.856321839
56	282	1.0
1255	282	1.0
346	282	1.0
1	282	1.0
126	2469	0.886138614
1339	2468	1.0
425	1928	0.987288136
444	1735	0.831325301
898	2473	0.859747546
341	1927	0.964285714
346	56	1.0
1	56	1.0
1255	56	1.0
282	56	1.0
875	2198	0.847849854
352	2323	0.848375451
1004	1403	0.812772134
60	2147	0.988269795
56	346	1.0
1	346	1.0
1255	346	1.0
282	346	1.0
64	2119	0.950276243
981	1440	1.0
78	1440	1.0
354	95	1.0
1123	1440	0.903846154
1339	95	0.911764706
668	318	1.0
1203	318	1.0
1273	1924	0.828037383
210	2143	0.888888889
858	1721	0.804216867
49	1721	0.819277108
1331	1465	0.991803279
120	2676	0.991803279
721	1431	0.932670237
612	1787	0.90942029
887	2071	0.802469136
178	2071	0.81547619
1133	726	0.805882353
778	726	0.81595092
1088	2090	0.82143446
324	1417	0.922222222
368	2608	0.862029208
774	1409	0.966292135
56	1	1.0
1255	1	1.0
282	1	1.0
346	1	1.0
1052	2205	0.916666667
1278	2623	0.830601093
32	1698	0.99047619
246	2232	0.813747228
387	887	0.81003107
665	2232	0.808321377
192	887	0.818457539
381	887	0.816725979
814	1587	0.824240062
241	1664	0.910667823
52	1661	0.814763231
5	2171	0.834190231
954	2206	0.927927928
265	2070	0.996428571
95	2326	1.0
354	2326	1.0
78	981	1.0
1339	2326	0.901960784
1123	981	0.901960784
475	1739	0.884488449
936	2124	0.882352941
614	2594	0.967320261
428	1390	0.855
104	2403	0.901618399
306	1298	1.0
385	1298	1.0
601	1298	1.0
960	1298	1.0
166	2209	1.0
1093	1912	0.831578947
429	2237	0.924590164
856	1993	0.862246923
1111	1481	0.819466582
635	2424	0.83686067
947	2106	0.809659091
1104	1570	0.810989011
751	2571	0.824885284
1164	1766	0.849628589
1226	2096	0.821990642
143	1488	0.820800956
14	1867	0.934782609
59	2525	0.867507886
571	2605	0.917355372
597	1614	0.892156863
488	577	1.0
514	577	1.0
832	577	1.0
1340	2546	0.856738592
976	577	1.0
786	1430	0.836170213
336	1545	0.88593422
1137	2602	0.935361217
543	448	0.846889952
653	448	0.845659164
71	1793	0.828250401
773	2295	0.9375
573	2666	0.881383855
793	2225	0.871455577
199	2225	0.870841487
734	880	0.877712032
1244	2225	0.862135922
118	2225	0.871345029
1328	1829	0.862258953
8	880	0.880859375
877	880	0.872093023
440	1785	0.879310345
469	2490	0.893129771
577	488	1.0
832	488	1.0
514	488	1.0
976	488	1.0
248	2604	0.980582524
1244	2222	0.865497076
199	2222	0.852941176
880	877	0.858778626
118	2222	0.859922179
793	2222	0.864661654
734	877	0.869306931
8	877	0.858546169
65	2189	0.816860864
1241	1552	0.89010989
895	1882	0.895348837
600	2217	1.0
872	1945	1.0
938	2583	0.8
472	1817	0.808432148
845	2636	0.836265223
1203	668	1.0
318	668	1.0
879	1956	0.990990991
948	1606	1.0
280	1700	0.97377423
591	1936	0.891041162
887	1512	0.826815642
1330	1512	0.836065574
259	1512	0.81920904
432	1534	0.978494624
467	1512	0.832369942
242	2159	0.813148789
665	167	0.803370787
887	1591	0.814831261
665	246	0.814666667
387	1591	0.823737821
381	1591	0.813829787
192	1591	0.816925734
887	387	0.810750777
665	1732	0.81919147
381	387	0.8125
192	387	0.80977086
246	1732	0.822281167
583	1770	0.995726496
826	1350	0.819444444
134	1479	0.833333333
854	2136	0.970588235
216	1013	0.824302135
978	1697	0.851449275
314	2358	0.820284698
749	1013	0.820244328
470	1535	0.801359517
322	1747	0.819047619
1249	1959	0.961038961
793	1244	0.863551402
734	2589	0.852071006
880	2589	0.840909091
199	1244	0.837573386
118	1244	0.849902534
8	2589	0.853228963
877	2589	0.860465116
530	1875	0.8173258
1201	2685	0.860390764
665	1537	0.837106081
246	1537	0.834951456
887	192	0.838065661
387	192	0.828028294
381	192	0.826914564
330	1348	0.833428408
1014	1840	0.837395865
595	1538	0.822385707
1008	1549	0.831640834
136	2456	0.820687453
200	1681	0.899147727
624	2487	0.826329367
