22723	22724	5
67320	67319	37
67668	6014	33
889	12678	82
72731	25682	53
20913	20914	5
29628	29644	14
9132	9133	5
35772	9639	5
8254	8255	5
2785	2787	82
22061	22062	5
32430	18748	5
25548	25549	14
11828	11829	5
34894	28470	110
13550	13551	82
29628	9547	14
7179	7180	5
22790	22791	5
3292	3293	53
71176	75128	34
40860	32380	5
5065	5066	5
24904	24905	5
34642	17548	110
17332	17333	5
196	13932	14
5381	5382	5
46444	46445	5
26965	26966	5
10909	10910	5
21049	997	5
68257	27749	14
23087	23088	5
20733	20732	33
13320	27944	15
41226	41227	5
40508	39908	5
13293	13294	5
32921	32922	137
1736	1737	5
20553	20554	5
958	959	5
74428	74429	5
59422	59421	60
71532	12729	14
5460	5462	15
31946	31947	5
37567	37568	133
1323	851	37
24184	24185	5
20979	20980	5
63564	14596	14
9781	9782	5
71521	71520	37
1685	1686	5
8645	8646	5
7852	23813	82
27615	74259	37
16849	16850	5
28328	17012	5
1048	1049	5
27210	27211	5
41199	41200	5
11712	11713	5
7514	7515	5
41739	41740	5
29732	7180	5
3401	26560	82
23067	23068	5
16253	16254	5
10765	10766	53
10991	10992	5
16866	16867	5
29423	29424	5
11377	11378	5
71406	71407	15
56264	56265	5
6575	6576	5
15075	15076	5
69040	29034	112
6646	6647	5
1663	1343	53
12940	12941	60
25060	25061	5
6095	6096	5
50613	32522	5
11663	6989	34
2848	2849	5
989	37899	133
23384	23385	33
15844	15845	5
10964	10965	15
36590	36591	142
15711	15712	5
27919	27920	5
16057	16058	5
50662	50663	5
17821	17822	82
9582	9583	5
28178	28179	33
14562	14563	5
17969	17970	5
15188	15189	5
14256	14257	5
38209	7385	133
7385	38212	133
2752	2751	15
34985	2414	110
15941	15942	5
17486	17396	5
26427	26428	60
3266	3267	5
36702	3936	142
13871	13872	5
55970	3482	112
647	35732	123
72468	72469	5
27272	27273	5
56065	56063	15
22830	22831	5
3419	3420	5
46846	46847	5
35806	35807	5
14784	14785	5
5423	68699	15
34509	34510	110
11510	5272	112
25689	25690	5
35573	35574	5
39921	35311	123
14217	14218	82
67522	39452	126
19489	19490	5
56207	13503	14
1155	1156	5
41106	41107	5
21907	21906	33
35103	35104	5
13515	3704	5
18193	18194	5
47110	42647	5
38584	38585	5
27452	1451	5
35147	35148	5
69564	11210	37
34453	34454	5
28904	28905	5
1486	1487	5
24418	24419	14
19185	19186	5
34842	34843	110
39480	35642	123
7993	7994	5
20784	20785	5
35019	32748	110
23231	23232	5
318	319	5
27418	18428	15
67678	3558	14
13832	71430	15
26139	26140	15
71204	71205	14
71357	71359	14
63215	345	5
22601	18444	5
21982	21983	5
39173	39174	5
20856	20857	5
50608	32411	5
27402	944	33
27411	9170	5
56656	56657	5
18432	997	5
21866	21867	5
20295	20296	33
17929	17930	5
8187	8188	5
32523	2998	5
22152	10366	82
33263	33264	5
34512	317	110
33221	4167	137
14815	14816	5
