48948	54286	165
59920	21273	19
10071	340	22
10211	16475	139
46182	46015	160
1719	60379	122
6975	74716	52
246	247	22
43535	63030	22
18244	18258	22
1154	29126	19
48393	48457	47
1154	29119	19
20508	1149	26
20845	2572	26
19302	19306	22
16297	4602	26
4844	4868	22
6886	19882	47
22977	22978	104
42698	42697	22
28549	28557	22
16297	4119	26
20550	7148	153
864	863	19
22707	22713	22
72966	72757	104
69318	69321	22
69376	42745	22
44950	22469	22
62975	62986	22
61258	61261	122
64034	15242	22
8971	9017	19
48948	54369	165
73565	73568	127
1647	17656	47
12728	20479	195
851	1284	19
17090	6660	22
4028	28478	26
64280	64282	22
8258	4387	26
43204	44579	22
3602	13421	199
50	5256	26
60131	60872	122
48948	54283	165
26835	26837	104
392	12357	19
8971	9021	19
1515	1528	22
126	72906	104
11381	20470	22
2825	56220	52
1121	1122	49
63855	63856	22
1319	28054	104
16297	2883	26
74632	2239	22
11508	11511	19
22336	7210	26
20508	23442	26
3085	35290	199
10211	32727	139
69318	69320	22
11381	2420	22
46381	46195	160
44406	59338	49
10919	10922	47
10623	30569	19
72853	73122	52
3340	74295	199
38692	4842	19
1154	29255	19
9691	10576	199
6886	20018	47
42777	42776	22
12728	73012	104
60577	7766	190
6301	18472	22
1154	29236	19
9684	9683	19
1319	28043	104
6041	50902	19
10211	10484	139
48754	19988	47
74506	74530	22
6886	19956	47
21719	340	22
20350	20352	22
3602	13376	199
59321	59322	22
1138	2239	22
24711	24712	22
22928	14805	81
60786	60787	22
7667	7674	19
588	589	49
42865	43463	22
24493	24492	190
6886	19916	47
42861	43970	22
60119	60120	22
60549	60551	122
1154	29130	19
6870	12496	47
19302	19305	22
15314	15315	118
63281	63282	22
9248	9251	22
2398	32533	139
43048	18180	22
7106	7108	22
20539	59186	190
10211	32721	139
15140	15141	22
8818	8835	49
28522	6663	22
10623	30336	19
6700	6701	22
46182	22011	160
17090	6613	22
7256	7257	22
4028	74749	26
1154	29301	19
16297	22631	26
63801	63802	22
46182	16116	160
10211	14604	139
69128	69129	22
12684	24821	52
470	1314	22
42864	44749	22
46150	46152	160
43383	59728	49
936	26328	19
23688	23696	22
61238	61239	122
64080	64081	22
19869	11515	19
42812	44180	22
60844	59312	122
42823	44285	22
72549	72550	52
64114	63453	22
59499	59501	122
72774	72776	195
889	12642	19
8971	9041	19
42861	43216	22
64067	64070	22
16297	4002	26
3340	74287	199
10211	6617	139
6077	6078	26
6826	13134	22
18371	18372	22
1423	35542	199
59178	7415	19
21365	21369	22
44406	44975	22
1154	29127	19
1154	29215	19
2066	2074	22
43303	44721	22
63269	63270	49
48948	54329	165
42708	8832	22
48948	54280	165
28453	28454	26
6932	17104	47
10211	7222	139
43041	1259	22
339	8784	22
17744	941	19
12728	73004	104
5594	918	26
48968	48969	47
43425	63508	22
57852	57844	22
46182	46238	160
46182	46157	160
50	760	26
44253	44252	22
42789	42788	22
28574	26986	22
288	10190	101
43035	60229	49
74506	74508	49
3931	3945	26
6301	6661	22
6301	21685	22
63372	63375	22
1047	74217	19
69203	69206	22
15979	15980	22
16297	9746	26
46150	46156	160
105	72800	195
17232	17235	49
43533	43532	22
3085	42400	199
26571	26572	22
12870	12871	26
14237	4044	26
16297	4189	26
23339	15443	26
10384	341	22
63097	63102	22
48948	54302	165
64077	64078	49
61168	61169	122
25504	25389	19
59994	59626	122
67643	72680	52
1154	29265	19
10623	31017	19
64242	64243	22
851	1276	19
15314	1054	118
32849	927	139
60109	60110	49
61048	60112	122
12025	2239	22
43058	63995	49
10211	32780	139
19374	19375	22
25977	664	26
20550	35275	153
1455	1456	26
6886	19889	47
43588	63204	22
64225	64227	22
73115	26837	195
18167	18168	22
20627	32361	19
69503	69505	118
63114	63115	22
42700	43714	22
42700	44332	22
10211	32775	139
12795	72062	52
16297	4537	26
59133	1074	101
