7268	81	4
7627	2890	13
48134	47844	169
7959	7960	5
69034	760	65
54700	1624	176
23161	1078	11
38533	4781	107
22087	135	7
49899	49983	125
66105	12770	113
75296	75297	5
39982	479	48
50087	21586	125
6363	6364	22
38146	190	1
4781	1500	97
55894	55899	55
6389	49560	103
15577	161	4
30192	10623	12
29207	5747	13
39440	42062	149
37945	905	107
1895	1115	20
15994	81	4
28265	28266	5
68585	27084	70
6762	68	4
4734	69	4
20333	14376	29
29190	479	48
39896	1573	119
11164	11165	5
48896	17054	38
1282	3488	14
33141	190	61
58270	52906	179
66110	59787	94
3452	15097	119
24366	3	1
64999	20550	78
4690	10211	143
37217	10605	107
4607	277	61
11191	4201	11
17908	317	62
6301	21713	22
10211	32720	139
47003	21009	163
40259	479	48
73664	570	10
9644	647	119
69906	69360	192
5204	5205	82
61476	61475	37
72957	26836	195
37804	39798	126
39832	40057	119
27679	17082	19
66770	1423	80
48869	48856	172
1762	3	7
69493	392	0
19619	6644	55
29171	1154	13
62557	61696	95
17628	1647	2
51871	1178	69
28728	3	1
11580	64	4
6825	5528	54
39421	39425	119
28542	6978	40
6331	603	2
55721	52885	179
18923	44265	155
60857	1379	66
62559	62560	95
5930	315	1
34782	3720	45
30809	7086	134
46150	46158	160
7429	3	1
196	23126	0
664	9949	8
21656	3012	46
54237	48441	116
73470	581	198
59947	1047	80
53074	48136	177
65860	1423	80
39919	39417	119
3	9934	11
48516	6931	98
62906	62907	5
51383	3689	68
3819	822	4
67452	4336	11
21659	9	4
16724	354	4
57868	8942	164
39494	15329	119
2980	89	4
40278	479	48
34113	28	45
65104	3608	92
46102	46103	5
55103	54251	185
40729	13433	0
4265	81	4
10381	3	7
5614	160	4
3989	60520	7
62785	143	25
3359	506	4
6826	13116	22
36084	31436	106
24640	197	1
39450	1573	119
32748	64	4
19619	19678	55
26872	3	1
54724	55031	59
14398	80	4
39411	39409	119
3689	51588	68
61399	61402	122
34783	34520	110
40859	479	48
21916	21917	5
71748	687	29
38055	771	8
17178	10915	156
60107	1047	80
48405	49021	39
10953	13	6
59939	59940	191
68731	687	189
1578	24110	3
53688	53114	183
3717	354	4
13767	7016	54
4040	1332	8
51976	53008	124
2169	81	4
49116	1647	39
6937	5313	98
664	8747	8
42826	42827	155
51973	52191	124
36893	36833	106
2706	3	7
64446	760	32
29628	143	24
72754	9157	58
14884	14885	22
48380	49104	63
29628	29629	19
32807	4760	107
42760	43582	22
2846	2847	5
47967	47966	169
71491	317	62
71467	73132	104
69929	69930	67
51491	3689	68
51688	51948	68
39451	39725	119
5312	5320	100
8074	8023	84
39999	3602	90
47399	23291	128
74668	89	4
65296	40104	79
36085	1	11
26472	4151	11
20105	54556	111
10623	67924	16
62316	999	64
5899	5906	18
67154	27079	92
4011	2460	11
16297	4244	26
19360	234	1
664	10126	8
