51515	3689	68
58217	52215	178
18596	3407	7
75158	161	4
664	10518	8
36057	315	11
901	911	44
69906	45024	192
48411	6389	103
14347	54967	116
59408	59409	187
55191	54492	185
52029	58952	124
50025	49942	125
24465	80	4
15329	9690	119
49462	23539	99
26542	161	4
927	196	16
11013	69	4
12446	12447	72
48076	47844	169
10065	2440	4
522	22	4
7183	74577	18
1761	69	4
792	9	4
39440	42057	149
17718	1116	20
51470	23237	68
69851	59279	192
1179	10443	7
3931	4456	85
38964	1	8
73565	1500	198
52060	52061	124
9151	80	4
14341	39704	119
9547	95	18
40476	42127	149
27899	28977	38
20550	42307	151
190	33129	7
2815	2821	16
39885	39885	2
1303	81	4
409	7049	54
3860	22	4
58270	58291	179
337	6222	2
28458	161	4
51385	51377	68
13153	161	4
5110	160	4
61836	54199	64
39955	39832	119
54395	48475	116
26472	3949	11
51363	2372	68
68395	68396	96
52521	7533	55
105	3541	197
27128	189	30
4721	10379	143
28865	28867	44
54516	2474	86
62111	999	64
52018	51990	124
9811	9813	85
1435	3524	4
46925	524	4
22622	4642	11
46535	46577	161
6886	20227	63
74485	69	4
6389	6906	99
55650	19639	55
1317	830	4
17510	17511	4
22622	2700	11
28847	7837	7
13295	7510	16
22622	4056	11
9246	1917	20
49875	21586	125
23589	22	4
48252	46511	171
18645	22	4
68648	446	188
2922	664	7
48388	734	39
14565	14566	7
3931	4075	85
51717	80	4
12860	39410	163
51973	54193	124
21659	2444	4
46392	38480	159
47379	150	128
58270	55870	179
39484	647	119
48529	48584	9
18596	2816	7
9646	3785	16
24404	64	4
71566	7868	7
14619	302	4
24010	39955	119
27075	39411	119
11191	379	11
2376	7058	7
68438	51146	187
72177	17462	16
5255	64	4
14551	823	4
32534	450	140
8801	23105	4
33428	664	8
72774	579	194
39340	7337	143
42431	579	148
27578	6717	11
6210	301	4
54237	54934	116
3428	196	16
50114	49847	125
59220	49723	168
48772	17712	38
51801	3689	68
50312	49826	125
901	940	44
46385	32800	159
7609	188	30
479	13443	2
42292	42156	149
7014	1506	54
22584	69	4
58600	1676	55
2372	51377	68
5015	303	4
52093	51972	124
28224	302	4
2389	49534	103
55404	54426	185
45125	68	4
41947	41798	147
2577	24321	2
664	10574	8
7065	49	54
13009	1647	39
16281	9	4
7060	64	4
21195	823	4
48529	47430	9
4115	190	7
16099	315	11
60745	49723	168
1779	1945	20
68209	51146	187
10032	9	4
14347	48762	116
5252	5256	11
15930	72364	18
48451	17054	40
48393	3144	172
2945	69	4
1991	1388	20
3884	3885	18
1779	1902	20
54970	14347	116
55401	54726	185
20251	54257	105
6465	6554	72
24389	89	4
9630	8330	119
38737	1246	11
65785	2035	102
50203	21586	125
51433	64	4
59179	59184	188
6602	161	4
4784	4781	97
1461	817	4
4148	1246	11
45838	188	156
3127	26777	41
49775	49726	131
11381	375	18
47935	48274	171
664	5528	8
49836	49923	125
7754	25426	168
52079	52058	124
4961	32974	7
190	33156	7
27276	303	4
1561	39485	119
2389	48414	98
6905	49420	57
19619	19641	55
32822	4781	97
3124	3141	40
19164	39513	119
75391	69	4
10296	69	4
55047	8738	59
6231	3524	4
4799	815	4
10059	80	4
31554	31559	121
23378	23379	54
664	10055	8
25502	161	4
6933	48414	103
7836	9	4
5008	9	4
4787	7337	143
50976	69	4
73380	379	58
1972	1946	20
39722	39451	119
464	12751	2
3931	4338	85
46590	712	161
17054	49125	39
29476	1327	7
3313	6887	38
12464	69	4
1994	1779	20
55894	52298	55
3315	3918	2
32784	161	4
5888	5889	83
2893	8738	59
16144	3941	11
3099	69	4
51151	3735	16
55894	19098	55
52510	52016	124
96	51985	178
15338	9	4
45205	45206	158
39517	39553	119
27907	27899	39
7121	10867	181
18825	39922	132
8294	196	16
48392	5317	100
32702	161	4
49441	563	57
17203	6280	54
73427	579	198
2738	49147	175
46720	42217	152
25284	20707	11
20717	69	4
46665	42273	152
53491	3012	184
45207	188	156
1435	892	4
1388	1821	20
55721	52839	179
73840	49758	168
16775	5070	11
2905	68	4
190	4582	7
49866	49958	125
15464	1407	20
51385	51558	68
48178	47844	169
925	353	4
33702	161	4
22216	95	18
13935	81	4
39684	3452	119
581	68	4
62389	60284	64
71593	73109	85
52015	52049	124
10688	1407	20
49287	49289	41
51349	3689	68
11917	160	4
19242	19254	55
23237	671	7
35477	1077	11
55721	52720	179
3294	10114	8
3689	51486	68
48951	48354	9
49981	49875	125
59409	9643	187
21586	49825	125
2779	19346	16
17702	17054	2
71630	72311	16
14638	730	39
1698	5289	7
51146	68115	187
3275	303	4
39493	39513	119
17054	48917	39
5313	49401	83
54876	52915	173
52192	3418	55
603	6909	39
68041	51146	187
22596	69	4
14842	1368	11
55894	19255	55
1888	58779	20
55721	19245	179
72861	72800	18
26542	89	4
2577	24317	2
5288	2528	11
25070	25073	55
24688	332	7
11292	48736	77
7947	89	4
579	4776	97
58270	52852	179
38441	10581	11
9847	9846	39
21195	160	4
16798	64	4
3	7405	11
6389	6932	98
7260	9	4
46503	8733	161
49114	48904	38
18999	8426	18
49832	49860	40
55305	54726	185
25761	9945	55
26668	1412	163
13610	64	4
48993	17054	2
6332	80	4
453	464	2
53988	53991	184
38623	81	4
187	39572	115
48374	48394	172
664	1480	8
7877	353	4
20005	48475	116
48921	17054	38
19619	19646	55
3919	48380	38
6389	49572	98
26472	7804	11
49956	49851	125
46925	64	4
50338	49838	125
32757	10211	143
49898	49920	125
58270	19257	179
46975	9511	163
55721	55773	55
17054	730	38
1011	3	7
22436	64	4
3181	69	4
2389	49450	98
51976	53032	124
72606	2286	85
75291	81	4
58878	68	4
15	10518	11
19619	3418	55
51971	52074	124
10090	2443	4
23683	58810	182
72864	6714	196
50543	49831	125
1319	27986	18
15921	14652	100
49427	49081	100
9700	161	4
45719	188	156
54178	51973	124
48405	48972	39
23567	190	8
14430	923	66
8665	16503	57
27011	161	4
387	301	4
49860	49846	125
21052	22	4
1116	1387	20
7589	89	4
52058	53016	124
47862	47845	169
7847	823	4
36755	2718	11
1177	51396	68
8379	15	7
62778	582	96
45443	45738	158
14619	81	4
42522	42045	149
908	8355	4
54426	2474	86
3318	80	4
6246	520	4
16210	3816	8
52071	52043	124
19451	68	4
20762	829	4
4315	190	8
69684	59279	192
664	10059	7
6228	25570	18
45172	68	4
71098	71099	67
46114	68	4
7975	81	4
223	224	2
3356	68	4
56185	5528	54
51590	51569	68
2256	161	4
17510	1030	4
484	485	18
55022	8733	59
42161	42170	151
11022	49723	168
2389	47844	57
55045	598	59
3864	64	4
53988	3961	184
6931	7121	57
332	19277	7
51974	52974	124
8330	2497	119
4020	69	4
2286	81	4
51990	52011	124
25761	25934	55
49039	17054	2
3689	51826	68
28289	303	4
54609	8961	111
3931	4366	85
47231	23291	128
51576	51562	68
74191	51129	16
2437	356	4
15502	349	74
52521	25813	55
47432	23291	128
27710	304	4
51347	51726	68
45704	189	156
69728	59279	192
22104	95	18
49935	49826	125
49852	50092	125
58270	25953	179
20984	81	4
16356	16357	40
55196	54726	185
27350	303	4
54461	14347	116
73589	582	198
17669	54992	173
62074	999	64
